owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2017-2018,147902.11,151442.37
csa-asc,2018-2019,197022.89,199537.20
csa-asc,2019-2020,197562.68,197158.02
csa-asc,2020-2021,197022.89,192882.99
csa-asc,2021-2022,216649.05,159168.95
dfo-mpo,2017-2018,3054959.24,3131856.24
dfo-mpo,2018-2019,1157650.93,1171970.01
dfo-mpo,2019-2020,2652832.55,2647996.43
dfo-mpo,2020-2021,671462.77,667723.30
dnd-mdn,2017-2018,5365491.04,5501010.14
dnd-mdn,2018-2019,3188923.77,3229031.51
dnd-mdn,2019-2020,1415671.73,1412772.06
dnd-mdn,2020-2021,1411803.77,1382138.58
dnd-mdn,2021-2022,994087.45,779189.14
rcmp-grc,2021-2022,142553.91,86561.57
ssc-spc,2017-2018,16318695.96,16736239.35
ssc-spc,2018-2019,16193198.67,16411660.44
ssc-spc,2019-2020,21351179.71,21309744.65
ssc-spc,2020-2021,25001311.09,24474572.47
ssc-spc,2021-2022,22154964.51,16811453.01
