d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,2187853.63,2246351.14
10_office_management,2018-2019,2068048.02,2098932.98
10_office_management,2019-2020,6114353.26,6058661.66
10_office_management,2020-2021,3557250.25,3383597.64
10_office_management,2021-2022,3469460.05,3220036.68
2_professional_services,2021-2022,33418.22,31206.91
6_industrial_products_and_services,2017-2018,107288.94,110026.45
6_industrial_products_and_services,2018-2019,54517.52,55161.68
6_industrial_products_and_services,2019-2020,99778.79,98118.19
6_industrial_products_and_services,2020-2021,48464.87,45699.78
6_industrial_products_and_services,2021-2022,114747.20,105575.23
