d_fiscal_year,total,total_constant_2019_dollars
2017-2018,736394.74,755602.90
2018-2019,635213.35,645402.08
2019-2020,758808.40,749840.35
2020-2021,997588.87,948131.31
2021-2022,1340115.90,1234494.49
