d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,211720.37,218051.20
1_facilities_and_construction,2018-2019,188181.68,191377.23
1_facilities_and_construction,2019-2020,350702.58,346571.83
1_facilities_and_construction,2020-2021,481303.28,457796.25
1_facilities_and_construction,2021-2022,605313.98,558936.74
1_facilities_and_construction,2022-2023,727488.05,649498.22
11_defence,2017-2018,14216.74,14657.63
11_defence,2020-2021,23405.69,22109.70
2_professional_services,2017-2018,25315.59,26098.13
2_professional_services,2018-2019,41880.20,42648.74
2_professional_services,2019-2020,46522.33,46151.22
2_professional_services,2020-2021,60230.27,57336.31
2_professional_services,2021-2022,38969.89,36221.77
2_professional_services,2022-2023,21511.35,19248.45
3_information_technology,2017-2018,24860.00,25639.70
3_information_technology,2018-2019,28027.34,28368.31
3_information_technology,2019-2020,84693.92,84018.32
3_information_technology,2020-2021,116435.65,110741.54
3_information_technology,2021-2022,117401.18,109041.01
3_information_technology,2022-2023,86322.42,77257.40
6_industrial_products_and_services,2021-2022,38855.02,35826.10
6_industrial_products_and_services,2022-2023,51748.01,46286.96
8_security_and_protection,2017-2018,24441.87,25139.89
