d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2018-2019,13652.84,13780.38
it_devices_equipment,2019-2020,84693.92,84018.32
it_devices_equipment,2020-2021,84462.52,80435.40
it_devices_equipment,2021-2022,99053.49,91982.69
it_devices_equipment,2022-2023,84462.52,75577.41
it_software_licensing,2017-2018,24860.00,25639.70
it_software_licensing,2018-2019,14374.50,14587.93
it_software_licensing,2020-2021,31973.14,30306.14
it_software_licensing,2021-2022,18347.70,17058.32
it_software_licensing,2022-2023,1859.90,1679.98
