d_vendor_name,overall_total
D2L,14547380.61
SKILLSOFT CANADA,6571258.73
NORTHERN MICRO,1402435.25
NISHA TECHONOLOGIES,1249914.64
TELECOM COMPUTER SERVICES,1173134.36
KPMG,1082474.32
IBM CANADA,1007358.95
SI SYSTEMS,923737.54
ADVANCED CHIPPEWA TECHNOLOGIES,635441.80
THOMAS SCHMIDT,524512.11
VERSATIL BPI,513094.03
APPLIED ELECTONICS,448971.15
SOLOTECH,429509.68
QMR,417037.30
TAG HR,405769.50
GARTNER,401718.66
SAMSON ASSOCIES,375344.85
ERNST YOUNG,366531.32
MICROSOFT CANADA,366314.43
SHARP ELECTRONICS,363249.51
EBSCO CANADA,319837.54
HEWLETT PACKARD,315632.06
SAP,315163.05
ADVANCED BUSINESS INTERIORS,285809.97
TELUS CANADA,278696.75
SOFTCHOICE,259325.56
LANGUAGE MARKETPLACE,254616.86
COMPUGEN,254461.64
MAXSYS STAFFING AND CONSULTING,241884.26
GROUPE EDGENDA,240000.00
"NATTIQ",222380.29
LIONBRIDGE,211079.90
GLASSHOUSE SYSTEMS,210358.89
ASOKAN BUSINESS INTERIORS,210019.97
PURESPIRIT SOLUTIONS,200681.31
HYPERACTIVE PRODUCTIONS,182402.85
AVI SPL,178934.70
PROSCI CANADA,177334.11
INFO TECH RESEARCH GROUP,175939.90
TURTLE ISLAND STAFFING,174205.68
REDWOOD PERFORMANCE GROUP,173572.29
CARAHSOFT TECHNOLOGY,173014.00
MAPLESOFT CONSULTING,171510.35
CDW CANADA,159299.04
SIMPLEX GRINNELL,156415.41
SOFTSIM TECHNOLOGIES,149224.92
DELOITTE,146934.04
CISTEL TECHNOLOGY,145899.72
TOTEM OFFISOURCE,145363.34
EKOS RESEARCH ASSOCIATES,128422.04
NOVA NETWORKS,126971.14
CONFERENCE BOARD OF CANADA,114273.68
FOX TRANSLATIONS,112348.97
PURELOGIC,107494.67
ECOLE DE LANGUES ABCE,102816.70
QUINTET CONSULTING,102416.96
HYPERTEC,102118.55
ECOLE DE LANGUES EAGLE,101182.88
MNP,93790.00
XEROX,88817.12
TRM TECHNOLOGIES,84750.00
INTEGRA NETWORKS,83426.32
SHI CANADA,82540.19
DYNAMIC PERSONNEL CONSULTANTS,81359.88
NITAM SOLUTIONS,78803.94
GILMORE REPRODUCTIONS,78200.00
THE RIGHT DOOR CONSULTING,77631.00
IBISKA TELECOM,77292.00
TEKNION,69966.85
GRAYBRIDGE INTERNATIONAL CONSULTING,66711.35
ECLIPSYS SOLUTIONS,66307.08
DATA CENTRE INTELLIGENCE,60376.90
ALTIS HUMAN RESOURCES,59544.50
CALIAN,59528.40
CANADIAN CORPS OF COMMISSIONAIRES,59006.88
PROMAXIS,58672.24
EXCEL HUMAN RESOURCES,52667.42
MARKIDO,51757.86
DELL COMPUTER,51162.16
CGI,50000.00
CSDC SYSTEMS,49679.09
RHEA,49289.65
VIDCRUITER,40887.58
CLOUD SYNAPPS,40000.00
UNIVERSITY OF OTTAWA,40000.00
MINDWIRE SYSTEMS,39550.00
IVAN S CAMERA,39536.74
ORANGUTECH,39324.00
UNIVERSITY OF WATERLOO,38420.00
INTERACTIVE AUDIO VISUAL,37001.79
PLEIAD CANADA,36725.00
SIMEX DEFENCE,36164.43
GRANICUS CANADA HOLDINGS,35709.58
ITEX,35485.93
GLOBAL UPHOLSTERY,34210.15
MOORE CANADA,34080.00
UNIVERSITY OF TORONTO,33900.00
WORKDYNAMICS TECHNOLOGIES,31560.68
CBCI TELECOM,30910.23
SDL INTERNATIONAL CANADA,27561.68
UNISOURCE,24920.03
PRINTERS PLUS,24317.22
PANASONIC,20255.25
RICOH,20164.14
UNIVERSITE LAVAL,20120.63
FAST FORWARD FRENCH,19800.00
KONICA MINOLTA BUSINESS SOLUTIONS,17398.05
INSIGHT SOFTWARE CANADA,16120.08
ADOBE,16019.19
CONVERGINT TECHNOLOGIES,15170.58
GENESIS INTEGRATION,15129.71
WESTBURY NATIONAL SHOW SYSTEMS,14481.58
EVALUATION PERSONNEL SELECTION,13733.76
GOSS GILROY,12966.75
LINOVATI,10170.00
QUANTUM MANAGEMENT SERVICES,7197.82
