d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1535502.77,1581880.43
it_consulting_services,2018-2019,986669.61,1004181.32
it_consulting_services,2019-2020,955564.23,949364.60
it_consulting_services,2020-2021,816581.85,777650.45
it_consulting_services,2021-2022,1215826.81,1137971.33
it_devices_equipment,2017-2018,132066.85,136027.81
it_devices_equipment,2018-2019,2365875.53,2389706.17
it_devices_equipment,2019-2020,933449.45,926289.70
it_devices_equipment,2020-2021,389499.96,369917.88
it_devices_equipment,2021-2022,857529.15,786671.81
it_other,2017-2018,669744.85,690537.55
it_other,2018-2019,786107.48,795794.73
it_other,2019-2020,707008.45,698723.92
it_other,2020-2021,351264.03,334650.40
it_other,2021-2022,435159.55,404306.38
it_software_licensing,2017-2018,1000669.63,1031255.29
it_software_licensing,2018-2019,1483719.89,1510105.16
it_software_licensing,2019-2020,1785767.97,1767121.25
it_software_licensing,2020-2021,5281791.70,5035559.12
it_software_licensing,2021-2022,5425854.09,5076614.30
