d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,12557.69,12853.70
1_facilities_and_construction,2018-2019,74225.20,75361.99
1_facilities_and_construction,2019-2020,50754.23,49824.55
10_office_management,2017-2018,393982.48,403773.28
10_office_management,2018-2019,573647.37,581690.70
10_office_management,2019-2020,335478.57,334453.79
10_office_management,2020-2021,232351.07,222010.63
10_office_management,2021-2022,16615.06,14914.74
2_professional_services,2017-2018,453260.92,464949.94
2_professional_services,2018-2019,1083895.19,1098767.69
2_professional_services,2019-2020,554522.06,548935.16
2_professional_services,2020-2021,1060736.38,1008069.24
2_professional_services,2021-2022,1271799.09,887761.76
3_information_technology,2017-2018,3190549.00,3272692.94
3_information_technology,2018-2019,5542276.47,5613029.45
3_information_technology,2019-2020,3957853.32,3920986.22
3_information_technology,2020-2021,6182682.61,5872684.09
3_information_technology,2021-2022,7049302.19,5109009.03
5_transportation_and_logistics,2017-2018,175734.16,180288.00
5_transportation_and_logistics,2018-2019,175734.16,178467.08
5_transportation_and_logistics,2019-2020,91009.92,90300.82
5_transportation_and_logistics,2020-2021,104883.48,99709.61
5_transportation_and_logistics,2021-2022,76999.03,61745.89
6_industrial_products_and_services,2017-2018,39867.51,40807.27
6_industrial_products_and_services,2018-2019,13730.86,14029.09
6_industrial_products_and_services,2019-2020,21523.33,21002.45
6_industrial_products_and_services,2021-2022,24282.73,15787.72
8_security_and_protection,2017-2018,13730.90,14077.36
8_security_and_protection,2018-2019,56687.12,57426.99
8_security_and_protection,2019-2020,31844.07,31608.22
8_security_and_protection,2020-2021,32446.75,30846.16
8_security_and_protection,2021-2022,32446.75,25381.95
9_human_capital,2017-2018,529892.73,543497.25
9_human_capital,2018-2019,1263956.30,1281054.08
9_human_capital,2019-2020,1628485.50,1611988.40
9_human_capital,2020-2021,1703614.55,1618764.67
9_human_capital,2021-2022,1453772.66,1057385.41
