owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2017-2018,25419.03,26204.76
cic,2018-2019,25419.03,25906.14
cic,2019-2020,4317.75,4331.12
csc-scc,2017-2018,353194.54,363898.48
csc-scc,2018-2019,146312.25,148564.23
csc-scc,2019-2020,647680.42,638894.92
csc-scc,2020-2021,442988.14,422152.17
csc-scc,2021-2022,427362.08,396466.86
csc-scc,2022-2023,366306.07,326331.53
dnd-mdn,2017-2018,16368.20,16891.15
dnd-mdn,2018-2019,47949.30,48650.16
dnd-mdn,2019-2020,213519.22,212355.13
dnd-mdn,2020-2021,568613.97,538419.59
dnd-mdn,2021-2022,94313.74,87922.42
dnd-mdn,2022-2023,315387.74,284778.73
elections,2018-2019,338940.78,342306.96
elections,2019-2020,14438.89,14109.32
elections,2020-2021,607999.01,582395.09
pch,2018-2019,201985.15,204273.05
pch,2019-2020,205379.85,205790.61
pwgsc-tpsgc,2019-2020,115666.91,113591.17
pwgsc-tpsgc,2020-2021,416213.49,395505.53
pwgsc-tpsgc,2021-2022,487778.80,453467.18
rcmp-grc,2017-2018,142799.29,147277.99
rcmp-grc,2019-2020,10445.42,10284.87
rcmp-grc,2020-2021,18874.15,17974.24
rcmp-grc,2021-2022,171580.29,159283.03
rcmp-grc,2022-2023,183739.03,164410.45
