d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,41787.23,43090.72
10_office_management,2018-2019,217892.61,220244.77
10_office_management,2019-2020,232275.86,230804.27
10_office_management,2020-2021,606381.56,581800.08
10_office_management,2021-2022,9511.59,9033.45
11_defence,2020-2021,331315.02,314527.52
3_information_technology,2019-2020,10445.42,10280.97
3_information_technology,2020-2021,41790.55,39729.00
3_information_technology,2021-2022,8480.44,8053.93
5_transportation_and_logistics,2020-2021,142067.90,135158.75
5_transportation_and_logistics,2021-2022,439447.30,411217.67
6_industrial_products_and_services,2017-2018,495993.83,511048.21
6_industrial_products_and_services,2018-2019,542713.90,548808.00
6_industrial_products_and_services,2019-2020,968727.18,958082.77
6_industrial_products_and_services,2020-2021,933133.73,890353.21
6_industrial_products_and_services,2021-2022,723595.59,675995.10
