owner_org,d_fiscal_year,total
cic,2017-2018,25419.032203969884
cic,2018-2019,25419.032203969884
cic,2019-2020,4317.753415468857
csc-scc,2017-2018,353194.53909671534
csc-scc,2018-2019,146312.25
csc-scc,2019-2020,647680.4205464481
csc-scc,2020-2021,442988.14148674696
dnd-mdn,2017-2018,16368.20224719101
dnd-mdn,2018-2019,47949.3
dnd-mdn,2019-2020,213519.2164842681
dnd-mdn,2020-2021,568613.9683584131
elections,2018-2019,338940.78
elections,2019-2020,14438.888888888889
elections,2020-2021,607999.0111111111
pch,2018-2019,201985.14583333334
pch,2019-2020,205379.8541666667
pwgsc-tpsgc,2019-2020,115666.90751445087
pwgsc-tpsgc,2020-2021,416213.48813772306
rcmp-grc,2017-2018,142799.28876404493
rcmp-grc,2019-2020,10445.417236662106
rcmp-grc,2020-2021,18874.145006839943
