normalized_vendor_name,original_vendor_name
ADOR TECH,Ador Tech Inc
ADOR TECH,Ador Tech Inc.
ADOR TECH,ADOR TECH INC
ADOR TECH,Ador Tech
ADOR TECH,ADOR Tech
ADOR TECH,ADOR TECH INC.
ADOR TECH,Ador Tech Ltd.
ADOR TECH,ADOR Tech Inc.
ADOR TECH,Ador Tech. Inc.
