d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,12872954.948255232
1_facilities_and_construction,2018-2019,14345151.27043002
1_facilities_and_construction,2019-2020,3315818.9120522956
1_facilities_and_construction,2020-2021,4572518.406902095
5_transportation_and_logistics,2019-2020,3016970.3399374997
5_transportation_and_logistics,2020-2021,5371678.8979375
