d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,541489.08,546854.35
1_facilities_and_construction,2019-2020,243423.10,239386.95
1_facilities_and_construction,2020-2021,547836.28,520552.99
1_facilities_and_construction,2021-2022,621561.27,304716.62
10_office_management,2021-2022,2824.72,0.00
2_professional_services,2020-2021,110306.01,104968.96
2_professional_services,2021-2022,57619.77,0.00
3_information_technology,2020-2021,100545.47,94675.43
3_information_technology,2021-2022,1075648.48,538629.65
5_transportation_and_logistics,2019-2020,124022.05,121711.78
5_transportation_and_logistics,2021-2022,12511.80,11588.04
6_industrial_products_and_services,2017-2018,44708.99,45774.77
6_industrial_products_and_services,2018-2019,305820.92,309345.84
6_industrial_products_and_services,2019-2020,271513.72,268249.02
6_industrial_products_and_services,2020-2021,784132.86,741563.14
6_industrial_products_and_services,2021-2022,1396224.36,1123466.05
8_security_and_protection,2019-2020,69104.65,68125.69
8_security_and_protection,2020-2021,404844.47,382704.09
8_security_and_protection,2021-2022,1098921.32,849492.15
9_human_capital,2019-2020,10735.00,10475.21
