d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2021-2022,131841.11,122163.44
it_consulting_services,2022-2023,24320.21,21967.57
it_devices_equipment,2021-2022,434967.17,397128.39
it_devices_equipment,2022-2023,493315.35,439402.18
it_other,2020-2021,58012.78,54664.04
it_other,2021-2022,276552.49,254533.00
it_other,2022-2023,3186094.73,2832486.90
it_software_licensing,2020-2021,318327.26,300534.30
it_software_licensing,2021-2022,1175611.80,1090448.97
it_software_licensing,2022-2023,575013.02,513603.70
