d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2069024.04,2127065.57
1_facilities_and_construction,2018-2019,1260667.10,1285688.00
1_facilities_and_construction,2019-2020,1783120.52,1770022.03
1_facilities_and_construction,2020-2021,1222891.15,1165159.17
1_facilities_and_construction,2021-2022,311221.68,287154.63
2_professional_services,2017-2018,21983.85,22598.19
2_professional_services,2018-2019,17480.00,17872.95
2_professional_services,2020-2021,75001.73,71484.89
2_professional_services,2021-2022,38196.67,35094.07
3_information_technology,2017-2018,269541.75,277439.51
3_information_technology,2018-2019,216752.18,221150.97
3_information_technology,2019-2020,222516.33,219155.49
5_transportation_and_logistics,2017-2018,56910.00,58801.65
5_transportation_and_logistics,2020-2021,81986.10,77759.04
6_industrial_products_and_services,2017-2018,67271.93,69177.55
6_industrial_products_and_services,2018-2019,152748.76,155900.64
6_industrial_products_and_services,2019-2020,175416.38,174818.76
6_industrial_products_and_services,2020-2021,197789.48,189188.80
6_industrial_products_and_services,2021-2022,111807.61,104870.19
