d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2069024.0407005858
1_facilities_and_construction,2018-2019,1260667.1000385464
1_facilities_and_construction,2019-2020,1783120.5150982703
1_facilities_and_construction,2020-2021,1222891.1539048515
2_professional_services,2017-2018,21983.85
2_professional_services,2018-2019,17480
2_professional_services,2020-2021,75001.73242990654
3_information_technology,2017-2018,269541.7549112426
3_information_technology,2018-2019,216752.18426683958
3_information_technology,2019-2020,222516.3308219178
5_transportation_and_logistics,2017-2018,56910
5_transportation_and_logistics,2020-2021,81986.1
6_industrial_products_and_services,2017-2018,67271.93000000001
6_industrial_products_and_services,2018-2019,152748.75999999998
6_industrial_products_and_services,2019-2020,175416.37777459953
6_industrial_products_and_services,2020-2021,197789.48479296803
