owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,1892319.28,1947231.09
dfo-mpo,2018-2019,316669.33,322127.46
dfo-mpo,2019-2020,1196559.18,1189491.84
dfo-mpo,2020-2021,765401.15,728984.95
dfo-mpo,2021-2022,379234.15,347502.49
dfo-mpo,2022-2023,709723.03,630309.31
dnd-mdn,2017-2018,111906.96,115102.85
dnd-mdn,2018-2019,423431.72,434187.20
ec,2017-2018,72699.38,74830.70
ec,2018-2019,133217.96,136041.86
ec,2019-2020,217678.88,216217.57
ec,2020-2021,204116.54,195278.84
ec,2021-2022,81991.81,76920.63
ec,2022-2023,14616.00,13038.58
ic,2017-2018,16556.40,17029.23
ic,2018-2019,19530.80,19979.89
pc,2018-2019,17480.00,17881.93
pc,2019-2020,83817.50,82293.50
pc,2020-2021,66941.50,63525.41
rcmp-grc,2017-2018,391249.56,403051.67
rcmp-grc,2018-2019,737318.23,751863.40
rcmp-grc,2019-2020,682997.66,676039.46
rcmp-grc,2020-2021,541209.28,514581.25
