d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,760847.98,784144.38
it_consulting_services,2018-2019,729378.92,743120.50
it_consulting_services,2019-2020,602769.67,597932.38
it_consulting_services,2020-2021,432493.06,412551.10
it_consulting_services,2021-2022,188380.78,176279.39
it_software_licensing,2017-2018,126168.32,129758.31
it_software_licensing,2018-2019,238608.49,242970.01
it_software_licensing,2019-2020,239262.21,237342.10
it_software_licensing,2020-2021,254774.44,242896.22
it_software_licensing,2021-2022,277685.12,259846.92
