d_fiscal_year,total,total_constant_2019_dollars
2018-2019,339255.72,343485.08
2019-2020,262574.64,263161.50
2020-2021,945682.33,897227.12
2021-2022,2599444.89,2413543.16
2022-2023,1376485.85,1235578.77
