normalized_vendor_name,original_vendor_name
GENERAL MOTORS,GENERAL MOTORS OF CANADA
GENERAL MOTORS,GENERAL MOTORS OF CANADA COMPANY
GENERAL MOTORS,General Motors of Canada Limited
GENERAL MOTORS,ROYS CHEVROLET BUICK GMC INC
GENERAL MOTORS,Northgate Chevrolet Buick GMC
GENERAL MOTORS,DAVIS PONTAIC BUICK GMC (MEDICINE HAT) LTD.
GENERAL MOTORS,Davis Pontaic Buick GMC (Medicine Hat) Ltd.
GENERAL MOTORS,GENERAL MOTORS OF CA LTD
GENERAL MOTORS,General Motors Of Canada Ltd
GENERAL MOTORS,GENERAL MOTORS OF CANADA LTD
GENERAL MOTORS,GENERAL MOTORS OF CANADA LIMITED
GENERAL MOTORS,ROYS PONTIAC BUICK CHEVROLET GMC INC
GENERAL MOTORS,General Motors of Canada Company
GENERAL MOTORS,General Motors of Canada
GENERAL MOTORS,General Motors Of Canada Ltd.
GENERAL MOTORS,ROY'S PONTIAC BUICK CHEVROLET GMC INC.
GENERAL MOTORS,GENERAL MOTORS OF CANADA LTD.
GENERAL MOTORS,General Motors of Canada Ltd
GENERAL MOTORS,GM Defense ( A Division of General Motors of Canada Limited )
GENERAL MOTORS,Roy's Pontiac Buick Chevrolet GMC Inc.
GENERAL MOTORS,GENERAL MOTORS
GENERAL MOTORS,Roy's Chevrolet Buick GMC Inc.
GENERAL MOTORS,Shaw GMC Pontiac Buick Ltd.
GENERAL MOTORS,General Motors of Canada Ltd.
GENERAL MOTORS,ROYS CHEVROLET BUICK GMC INC.
GENERAL MOTORS,MacPhee Pontiac Buick GMC Ltd.
GENERAL MOTORS,ROY'S CHEVROLET BUICK GMC INC
GENERAL MOTORS,GENERAL MOTORS OF CANADA INC
GENERAL MOTORS,SHAW GMC PONTIAC BUICK LTD.
GENERAL MOTORS,General motors of canada
GENERAL MOTORS,ROY'S PONTIAC BUICK CHEV GMC INC
GENERAL MOTORS,ROY'S PONTIAC BUICK CHEVROLET GMC I
GENERAL MOTORS,SHAW GMC PONTIAC BUICK HUMMER INC.
GENERAL MOTORS,AUTO MONT CHEVROLET BUICK GMC LTEE
GENERAL MOTORS,General Motors
GENERAL MOTORS,SURGENOR CHEVROLET BUICK GMC
GENERAL MOTORS,General motors of canda limited
GENERAL MOTORS,Germain Chevrolet Buick GMC Inc.
GENERAL MOTORS,ROY'S CHEVROLET BUICK GMC INC.
GENERAL MOTORS,Dale Downie Pontiac Buick GMC (1995) Inc
GENERAL MOTORS,GM
GENERAL MOTORS,General Motors of Canada ltd
GENERAL MOTORS,general motors of Canada Limited
GENERAL MOTORS,general Motors of Canada Limited
GENERAL MOTORS,General motors of Canada Company
GENERAL MOTORS,SURGENOR CHEVROLET BUICK GMC CADILLAC LTD
GENERAL MOTORS,MYERS KEMPTVILLE CHEVROLET BUICK GMC
GENERAL MOTORS,General motors of Canada
GENERAL MOTORS,BEAN CHEVROLET BUICK GMC LTD.
GENERAL MOTORS,General Motors of canada Limited
GENERAL MOTORS,Mertin Chevrolet Cadillac Buick GMC Ltd
GENERAL MOTORS,BOISVERT CHEVROLET BUICK GMC
GENERAL MOTORS,General motors of canada company
GENERAL MOTORS,general motors of canad
GENERAL MOTORS,ROY'S PONTIAC BUICK CHERVOLET GMC I
GENERAL MOTORS,LAPLANTE CHEVROLET BUICK GMC LTD
GENERAL MOTORS,General Motors Canada
GENERAL MOTORS,BOISVERT CHEVROLET BUICK GMC LTEE
GENERAL MOTORS,MIKE FAIR CHEVROLET BUICK GMC CADILAC
GENERAL MOTORS,JD CHEVROLET BUICK GMC INC
GENERAL MOTORS,MYERS KANATA CHEV-BUICK GMC
GENERAL MOTORS,DAVIS PONTIAC GMC
GENERAL MOTORS,OLeary Buick GMC Ltd
GENERAL MOTORS,General Motors of Canada LTD
GENERAL MOTORS,SHAW GMC PONTIAC BUICK
GENERAL MOTORS,general Motors of Canada LImited
GENERAL MOTORS,general Motors of canada limited
GENERAL MOTORS,General Mototrs of Canada Company
GENERAL MOTORS,MYERS ORLEANS CHEVROLET BUICK GMC INC.
GENERAL MOTORS,GRENIER CHEVROLET BUICK GMC INC.
GENERAL MOTORS,GENERAL MOTORS OF CA LTD.
GENERAL MOTORS,General Motor of Canada Ltd
GENERAL MOTORS,General Motors of Canada Limted
GENERAL MOTORS,GRANBY CHEVROLET CADILLAC BUICK GMC INC
GENERAL MOTORS,MARCEL BELANGER PONTIAC BUICK GMC
GENERAL MOTORS,HAMILTON CHEVROLET BUICK GMC LTD
GENERAL MOTORS,LAPLANTE CHEVROLET PONTIAC BUICK GMC
GENERAL MOTORS,DONNELLY PONTIAC BUICK GMC LTD.
GENERAL MOTORS,LESSARD BUICK CHEVROLET GMC
GENERAL MOTORS,MCCURDY CHEVROLET OLDSMOBILE PONTIAC BUICK GMC LTD.
GENERAL MOTORS,MacPhee Pontiac Buick GMC
GENERAL MOTORS,SHAW GMC PONTIAC BUICK LTD
