d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,0.00,0.00
11_defence,2017-2018,8873749.01,9094397.62
11_defence,2018-2019,6050842.18,6135408.10
11_defence,2019-2020,3649725.58,3595140.90
11_defence,2020-2021,2123612.22,2016703.44
11_defence,2021-2022,7962235.50,7419184.04
4_medical,2020-2021,9381476.71,8928653.88
4_medical,2021-2022,1489123.29,1408057.11
5_transportation_and_logistics,2017-2018,31221212.26,31991896.49
5_transportation_and_logistics,2018-2019,35576514.80,36051304.91
5_transportation_and_logistics,2019-2020,38362370.66,37897935.97
5_transportation_and_logistics,2020-2021,32077344.81,30365544.24
5_transportation_and_logistics,2021-2022,40438837.12,37457766.94
6_industrial_products_and_services,2017-2018,97450.00,99779.04
6_industrial_products_and_services,2018-2019,109319.97,110804.30
6_industrial_products_and_services,2019-2020,51071.03,51252.62
6_industrial_products_and_services,2020-2021,111688.65,105271.92
6_industrial_products_and_services,2021-2022,45882.00,41717.05
