d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,8643440.763630807
11_defence,2018-2019,5988579.183945239
11_defence,2019-2020,3558077.182976684
11_defence,2020-2021,1882606.5641389145
4_medical,2020-2021,9381476.712328767
5_transportation_and_logistics,2017-2018,29371916.568061903
5_transportation_and_logistics,2018-2019,34705002.64327977
5_transportation_and_logistics,2019-2020,36956301.46237086
5_transportation_and_logistics,2020-2021,29934629.975420754
6_industrial_products_and_services,2017-2018,97449.99510204082
6_industrial_products_and_services,2018-2019,56091
6_industrial_products_and_services,2020-2021,98976.15
