d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,37343.79,38577.38
1_facilities_and_construction,2018-2019,15402.35,15655.78
1_facilities_and_construction,2019-2020,16303.46,15915.10
1_facilities_and_construction,2020-2021,19230.82,18365.50
1_facilities_and_construction,2021-2022,42042.60,39220.07
2_professional_services,2018-2019,22125.40,22416.17
2_professional_services,2019-2020,19249.65,18791.11
3_information_technology,2017-2018,37826.82,38869.22
6_industrial_products_and_services,2017-2018,124579.47,128012.52
6_industrial_products_and_services,2018-2019,1391758.62,1409213.58
6_industrial_products_and_services,2019-2020,1132908.84,1112982.41
6_industrial_products_and_services,2020-2021,1213507.46,1154073.34
6_industrial_products_and_services,2021-2022,675490.46,634969.74
9_human_capital,2018-2019,17718.75,18150.22
