owner_org,d_fiscal_year,total
aafc-aac,2018-2019,183902.25
cbsa-asfc,2017-2018,21766.735978112178
cfia-acia,2018-2019,55653.3
cfia-acia,2019-2020,19249.649999999998
cfia-acia,2020-2021,511724.8246837657
hc-sc,2017-2018,140433.07805687204
hc-sc,2018-2019,402096.9739336493
hc-sc,2019-2020,416599.209478673
hc-sc,2020-2021,465719.5130707052
nrc-cnrc,2017-2018,13800.669999999998
nrc-cnrc,2019-2020,44652.659999999996
nrc-cnrc,2020-2021,11187
nrcan-rncan,2017-2018,23749.59
nrcan-rncan,2018-2019,805352.6
nrcan-rncan,2019-2020,687960.43
nrcan-rncan,2020-2021,244106.94000000003
