d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,136807.26,141098.04
2_professional_services,2018-2019,121350.70,122628.29
2_professional_services,2019-2020,18035.93,17778.38
2_professional_services,2020-2021,138035.28,132139.51
2_professional_services,2021-2022,171383.56,157943.63
2_professional_services,2022-2023,375035.13,333782.52
3_information_technology,2018-2019,16181.43,16332.59
3_information_technology,2019-2020,130958.47,129243.77
3_information_technology,2020-2021,1481415.91,1406109.34
3_information_technology,2021-2022,260593.25,235804.44
3_information_technology,2022-2023,74808.48,66560.54
9_human_capital,2018-2019,173572.29,175476.56
9_human_capital,2021-2022,6243.88,5644.37
9_human_capital,2022-2023,59974.12,53665.09
