owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2019-2020,45126.56,44096.54
cic,2020-2021,197207.60,188282.85
cic,2021-2022,240373.03,217293.39
csps-efpc,2018-2019,173572.29,175476.56
dfatd-maecd,2018-2019,16181.43,16332.59
dfatd-maecd,2019-2020,85831.91,85147.23
dfatd-maecd,2020-2021,234.51,221.53
esdc-edsc,2017-2018,136807.26,141098.04
esdc-edsc,2020-2021,1283973.80,1217604.97
esdc-edsc,2021-2022,54233.70,49026.40
esdc-edsc,2022-2023,332693.75,295516.87
hc-sc,2020-2021,89891.50,86452.68
ic,2021-2022,6243.88,5644.37
ic,2022-2023,59974.12,53665.09
pwgsc-tpsgc,2018-2019,121350.70,122628.29
pwgsc-tpsgc,2019-2020,18035.93,17778.38
pwgsc-tpsgc,2020-2021,48143.78,45686.83
pwgsc-tpsgc,2021-2022,137370.08,127428.28
pwgsc-tpsgc,2022-2023,117149.86,104826.19
