d_fiscal_year,total,total_constant_2019_dollars
2017-2018,136807.26,141137.90
2018-2019,311104.42,314172.79
2019-2020,148994.40,146967.05
2020-2021,1619451.19,1544173.48
2021-2022,438220.69,401806.85
