owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,137532.30,141783.57
aafc-aac,2018-2019,167513.46,170429.08
aafc-aac,2019-2020,1062797.94,1053345.45
aafc-aac,2020-2021,1808835.21,1721227.68
aafc-aac,2021-2022,335768.10,317302.22
aandc-aadnc,2017-2018,324624.82,334659.33
aandc-aadnc,2019-2020,293347.48,291007.45
cbsa-asfc,2017-2018,956977.14,985948.67
cbsa-asfc,2018-2019,1555790.42,1583260.74
cbsa-asfc,2019-2020,1715859.68,1704045.03
cbsa-asfc,2020-2021,1642027.02,1563583.45
cbsa-asfc,2021-2022,362727.63,337749.00
cbsa-asfc,2022-2023,163401.10,146216.41
ced-dec,2019-2020,17470.45,17447.38
cic,2017-2018,1991194.34,2052039.64
cic,2018-2019,1360581.29,1386654.30
cic,2019-2020,198788.70,197193.41
cic,2020-2021,1227675.95,1168891.86
cic,2021-2022,261014.55,242560.46
cic,2022-2023,275569.75,246505.43
cra-arc,2017-2018,4227548.56,4358158.95
cra-arc,2018-2019,3542188.86,3610068.33
cra-arc,2019-2020,3868885.71,3833200.51
cra-arc,2020-2021,5375276.16,5119259.02
cra-arc,2021-2022,3845109.15,3580506.30
cra-arc,2022-2023,1857511.77,1662089.36
csa-asc,2017-2018,11421.55,11774.60
csa-asc,2018-2019,11421.55,11640.42
csa-asc,2019-2020,11520.50,11428.60
csa-asc,2020-2021,11520.50,10971.21
csc-scc,2017-2018,180113.06,185762.06
csc-scc,2018-2019,211164.79,214764.82
csc-scc,2019-2020,271180.05,269016.85
csc-scc,2020-2021,445293.63,423778.55
csps-efpc,2020-2021,44174.80,41804.91
csps-efpc,2021-2022,135494.13,125972.37
csps-efpc,2022-2023,135494.13,121240.71
dfatd-maecd,2017-2018,221923.85,228878.59
dfatd-maecd,2018-2019,12374.05,12611.17
dfatd-maecd,2019-2020,13056.21,12942.44
dfatd-maecd,2020-2021,248990.75,237119.04
dfo-mpo,2019-2020,4232326.82,4141867.76
dfo-mpo,2020-2021,2888695.43,2758620.23
dnd-mdn,2017-2018,7287023.26,7509920.90
dnd-mdn,2018-2019,7183884.45,7319722.17
dnd-mdn,2019-2020,7376067.12,7324371.90
dnd-mdn,2020-2021,5885862.12,5605188.10
dnd-mdn,2021-2022,153467110.20,142682387.28
dnd-mdn,2022-2023,233816.55,208097.33
elections,2017-2018,27912.54,28720.30
elections,2018-2019,43917.60,44748.02
elections,2019-2020,51255.54,50885.69
elections,2020-2021,45708.65,43529.14
elections,2021-2022,26713.57,25137.19
esdc-edsc,2017-2018,2913802.02,3003633.71
esdc-edsc,2018-2019,3388313.89,3453321.81
esdc-edsc,2019-2020,1522397.08,1508935.63
esdc-edsc,2020-2021,1056009.75,1005660.02
esdc-edsc,2021-2022,965429.11,897661.97
esdc-edsc,2022-2023,960927.22,859841.70
hc-sc,2017-2018,109470.32,112833.27
hc-sc,2018-2019,129405.03,131884.84
hc-sc,2019-2020,147993.72,146541.62
hc-sc,2020-2021,99584.70,94836.57
hc-sc,2021-2022,20036.64,18628.58
hc-sc,2022-2023,20036.64,17928.87
ic,2017-2018,10953.09,11291.66
nrc-cnrc,2017-2018,1184878.44,1220238.46
nrc-cnrc,2018-2019,1200300.12,1223301.65
nrc-cnrc,2019-2020,1201709.98,1190866.72
nrc-cnrc,2020-2021,776843.50,739702.97
nrc-cnrc,2021-2022,761347.37,704327.50
nrc-cnrc,2022-2023,1215951.19,1087728.31
nserc-crsng,2017-2018,79710.98,82174.93
nserc-crsng,2019-2020,19841.66,19683.38
nserc-crsng,2020-2021,118469.21,112820.68
pch,2017-2018,95221.62,98162.79
pch,2018-2019,209758.39,213778.02
pch,2019-2020,115802.37,114878.61
pch,2020-2021,191369.47,182245.10
pch,2021-2022,45290.40,42040.14
pwgsc-tpsgc,2017-2018,619197.28,638295.04
pwgsc-tpsgc,2018-2019,903907.18,921543.24
pwgsc-tpsgc,2019-2020,3803402.64,3771486.42
pwgsc-tpsgc,2020-2021,5576247.07,5311369.28
pwgsc-tpsgc,2021-2022,3118252.65,2899371.30
pwgsc-tpsgc,2022-2023,907903.36,814609.57
rcmp-grc,2017-2018,597991.88,616489.62
rcmp-grc,2018-2019,568911.88,579814.02
rcmp-grc,2019-2020,574073.56,568864.38
rcmp-grc,2020-2021,5873795.28,5549198.40
rcmp-grc,2021-2022,1614954.53,1495314.21
rcmp-grc,2022-2023,216068.52,193537.80
ssc-spc,2017-2018,348626.23,359402.42
ssc-spc,2018-2019,371624.38,377180.50
ssc-spc,2019-2020,3351236.43,3324504.40
ssc-spc,2020-2021,1820411.17,1718945.67
ssc-spc,2021-2022,190079.42,176721.71
ssc-spc,2022-2023,190079.42,170083.86
statcan,2017-2018,977036.19,1006096.13
statcan,2018-2019,34760.29,35681.49
statcan,2019-2020,384313.94,375541.92
statcan,2020-2021,56787.40,53817.77
statcan,2021-2022,413654.83,384585.51
statcan,2022-2023,205840.88,184187.28
tbs-sct,2017-2018,1141745.37,1177037.95
tbs-sct,2018-2019,1087583.48,1103653.64
tbs-sct,2019-2020,4109351.50,4065454.61
tbs-sct,2020-2021,6981465.09,6644512.61
tbs-sct,2021-2022,6439693.67,5978387.29
tbs-sct,2022-2023,41180734.64,36843777.05
tc,2017-2018,101535.72,104629.89
tc,2018-2019,160394.60,163468.68
tc,2019-2020,160767.36,159283.38
tc,2020-2021,147193.80,140175.70
