owner_org,d_fiscal_year,total
aafc-aac,2017-2018,137532.3
aafc-aac,2018-2019,167513.46
aafc-aac,2019-2020,1918988.449124951
aafc-aac,2020-2021,1890865.4392110684
aandc-aadnc,2017-2018,324624.82404844294
aandc-aadnc,2019-2020,293347.48000000004
cbsa-asfc,2017-2018,1104975.2695053115
cbsa-asfc,2018-2019,1703788.5460836648
cbsa-asfc,2019-2020,1864263.2805478366
cbsa-asfc,2020-2021,1642027.0182644953
ced-dec,2019-2020,17470.45
cic,2017-2018,1991194.340533881
cic,2018-2019,1360581.290533881
cic,2019-2020,198788.69741475073
cic,2020-2021,1227675.9488466203
cra-arc,2017-2018,2372061.827347624
cra-arc,2018-2019,1686702.1265843464
cra-arc,2019-2020,2008315.448925256
cra-arc,2020-2021,3519789.4219304603
csa-asc,2017-2018,11421.55
csa-asc,2018-2019,11421.55
csa-asc,2019-2020,11520.5
csa-asc,2020-2021,11520.5
csc-scc,2017-2018,180113.058630137
csc-scc,2018-2019,211164.79268125852
csc-scc,2019-2020,271180.0495485636
csc-scc,2020-2021,445293.6277701778
csps-efpc,2020-2021,44174.79784995426
dfatd-maecd,2017-2018,221923.84775596074
dfatd-maecd,2018-2019,12374.04775596073
dfatd-maecd,2019-2020,13056.214202017183
dfatd-maecd,2020-2021,248990.75281060554
dfo-mpo,2019-2020,4232326.817978143
dfo-mpo,2020-2021,2888695.432021858
dnd-mdn,2017-2018,13471655.65609935
dnd-mdn,2018-2019,13402364.525153453
dnd-mdn,2019-2020,13578976.138006128
dnd-mdn,2020-2021,12071823.300619604
elections,2017-2018,27912.535637860085
elections,2018-2019,43917.5978516857
elections,2019-2020,51255.5420022575
elections,2020-2021,45708.65152189535
esdc-edsc,2017-2018,2913802.021483568
esdc-edsc,2018-2019,3388313.8873085943
esdc-edsc,2019-2020,1499015.5568799113
esdc-edsc,2020-2021,1018247.5466557012
hc-sc,2017-2018,109470.31567964138
hc-sc,2018-2019,129405.03112565078
hc-sc,2019-2020,147993.72055339228
hc-sc,2020-2021,99584.70248715313
ic,2017-2018,10953.09
nrc-cnrc,2017-2018,1526602.5029076086
nrc-cnrc,2018-2019,1542024.1829076088
nrc-cnrc,2019-2020,1544370.265271739
nrc-cnrc,2020-2021,786088.101042328
nserc-crsng,2017-2018,79710.98000000001
nserc-crsng,2019-2020,19841.6560875513
nserc-crsng,2020-2021,118469.2139124487
pch,2017-2018,95221.61957644278
pch,2018-2019,209758.3866374073
pch,2019-2020,115802.36669699727
pch,2020-2021,191369.46678798908
pwgsc-tpsgc,2017-2018,601771.383068557
pwgsc-tpsgc,2018-2019,886481.2834313036
pwgsc-tpsgc,2019-2020,3777138.34342862
pwgsc-tpsgc,2020-2021,5467147.193589187
rcmp-grc,2017-2018,1037723.0487738422
rcmp-grc,2018-2019,504306.3824383562
rcmp-grc,2019-2020,1210708.2675616439
rcmp-grc,2020-2021,5873795.280408922
ssc-spc,2017-2018,348626.2319420558
ssc-spc,2018-2019,371624.37787296955
ssc-spc,2019-2020,3351236.4336338798
ssc-spc,2020-2021,1820411.17
statcan,2017-2018,977036.1915765441
statcan,2018-2019,34760.2884234559
statcan,2019-2020,384313.940625
statcan,2020-2021,56787.39581704851
tbs-sct,2017-2018,464811.9231493648
tbs-sct,2018-2019,1987168.9917842494
tbs-sct,2019-2020,4913255.170264288
tbs-sct,2020-2021,6633664.533247517
tc,2017-2018,101535.71611924747
tc,2018-2019,160394.60315315315
tc,2019-2020,160767.36
tc,2020-2021,147193.8
