d_fiscal_year,total,total_constant_2019_dollars
2017-2018,679694.33,700704.41
2018-2019,679694.33,692719.41
2019-2020,681556.51,676119.75
2020-2021,679694.33,647286.97
2021-2022,679694.33,631929.26
2022-2023,679694.33,608193.34
