normalized_vendor_name,original_vendor_name
MICRO FOCUS CANADA,MICRO FOCUS (CANADA) LIMITED
MICRO FOCUS CANADA,Micro Focus (Canada) Ltd
MICRO FOCUS CANADA,MICRO FOCUS CANADA LIMITED
MICRO FOCUS CANADA,MICRO FOCUS (CANADA) ULC
MICRO FOCUS CANADA,Micro Focus (Canada) Ltd.
MICRO FOCUS CANADA,Micro Focus (Canada) Limited
MICRO FOCUS CANADA,MICRO FOCUS (CANADA) LTD.
MICRO FOCUS CANADA,MICRO FOCUS ( CANADA ) LIMITED
MICRO FOCUS CANADA,MICRO FOCUS (CANADA) LTD
MICRO FOCUS CANADA,MICRO FOCUS CANADA ULC
