owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,451966.1907698198
cbsa-asfc,2018-2019,785574.4720284886
cbsa-asfc,2019-2020,659487.9675229295
cbsa-asfc,2020-2021,309743.18184628955
cnsc-ccsn,2017-2018,598155.5020796391
cnsc-ccsn,2018-2019,241667.47524443094
cnsc-ccsn,2019-2020,243981.41603704606
cnsc-ccsn,2020-2021,399493.6619348523
csa-asc,2018-2019,27645.45
csc-scc,2018-2019,79087.71739130434
csc-scc,2019-2020,120074.78260869565
dnd-mdn,2017-2018,85330.75697211156
dnd-mdn,2018-2019,160243.81434262948
dnd-mdn,2019-2020,169291.80537848605
dnd-mdn,2020-2021,194501.8437051793
hc-sc,2017-2018,1941720.065779271
hc-sc,2018-2019,2154303.7150943396
hc-sc,2019-2020,2118522.8485603514
hc-sc,2020-2021,1900731.7150943396
ic,2017-2018,687283.6332465374
ic,2018-2019,865759.9445684688
ic,2019-2020,1482135.7451867166
ic,2020-2021,850087.6037927826
osfi-bsif,2017-2018,156132.5431372549
osfi-bsif,2018-2019,26093.383921568628
