d_fiscal_year,total,total_constant_2019_dollars
2017-2018,9334043.97,9618781.84
2018-2019,8345262.24,8498951.76
2019-2020,7016737.42,6971002.12
2020-2021,4485200.06,4276047.24
2021-2022,4049255.81,3787219.71
