d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1647050.65,1697829.08
it_consulting_services,2018-2019,1454883.58,1481826.92
it_consulting_services,2019-2020,1396006.33,1384449.22
it_consulting_services,2020-2021,1374745.71,1309137.56
it_consulting_services,2021-2022,1257952.24,1172591.34
it_consulting_services,2022-2023,481916.62,431221.01
it_software_licensing,2017-2018,50927.80,52502.03
it_software_licensing,2018-2019,50927.80,51903.73
it_software_licensing,2020-2021,52837.56,49787.55
it_software_licensing,2021-2022,279503.03,259861.14
it_software_licensing,2022-2023,279503.03,250100.48
