d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,20340.00,20819.46
2_professional_services,2017-2018,1205872.41,1236741.56
2_professional_services,2018-2019,1521371.74,1544674.63
2_professional_services,2019-2020,1741547.24,1727003.08
2_professional_services,2020-2021,1055221.92,1002789.24
2_professional_services,2021-2022,940364.74,735614.07
3_information_technology,2017-2018,1697978.45,1741845.60
3_information_technology,2018-2019,1528113.76,1551160.95
3_information_technology,2019-2020,1370960.44,1359157.33
3_information_technology,2020-2021,1380978.09,1312329.83
3_information_technology,2021-2022,1258293.19,1049209.74
9_human_capital,2017-2018,8745.30,8951.44
9_human_capital,2018-2019,108442.73,110002.52
9_human_capital,2019-2020,140300.36,139121.03
9_human_capital,2020-2021,21508.71,20303.79
