d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,20340.00
2_professional_services,2017-2018,1205872.41
2_professional_services,2018-2019,1521371.74
2_professional_services,2019-2020,1741547.24
2_professional_services,2020-2021,1055221.92
3_information_technology,2017-2018,1697978.45
3_information_technology,2018-2019,1528113.76
3_information_technology,2019-2020,1370960.44
3_information_technology,2020-2021,1380978.09
9_human_capital,2017-2018,8745.30
9_human_capital,2018-2019,108442.73
9_human_capital,2019-2020,140300.36
9_human_capital,2020-2021,21508.71
