owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,633629.33,648914.12
cbsa-asfc,2018-2019,483179.84,490741.28
cbsa-asfc,2019-2020,363282.88,359537.37
cbsa-asfc,2020-2021,65908.94,62376.19
cbsa-asfc,2021-2022,643417.42,408623.09
dnd-mdn,2021-2022,14357.67,0.00
mgerc-ceegm,2018-2019,21541.09,21929.57
pc,2017-2018,1776375.36,1823719.82
pc,2018-2019,1792884.28,1822520.78
pc,2019-2020,1788672.92,1770343.41
pc,2020-2021,1265657.02,1200647.20
pc,2021-2022,308390.26,180479.31
pch,2017-2018,7145.16,7333.53
pch,2020-2021,40976.64,39024.29
pwgsc-tpsgc,2017-2018,1534046.52,1573098.78
pwgsc-tpsgc,2018-2019,1607829.02,1631372.04
pwgsc-tpsgc,2019-2020,563571.48,556562.06
pwgsc-tpsgc,2020-2021,452417.99,428211.84
pwgsc-tpsgc,2021-2022,572145.54,413097.90
