d_most_recent_category,d_fiscal_year,total
11_defence,2020-2021,156871.8725748503
2_professional_services,2017-2018,628145.6444690117
2_professional_services,2018-2019,2292730.3542809114
2_professional_services,2019-2020,3333360.8461077455
2_professional_services,2020-2021,3978597.3009162634
3_information_technology,2017-2018,19575158.41093127
3_information_technology,2018-2019,21971963.172181368
3_information_technology,2019-2020,27865919.149866927
3_information_technology,2020-2021,24206338.752798606
NA,2019-2020,102107.59572347267
NA,2020-2021,145016.62427652732
