d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,0.00,0.00
1_facilities_and_construction,2021-2022,0.00,0.00
11_defence,2020-2021,156871.87,149921.07
11_defence,2021-2022,89115.01,84755.59
2_professional_services,2017-2018,612418.58,630300.94
2_professional_services,2018-2019,2287070.98,2328068.06
2_professional_services,2019-2020,1985848.06,1972741.80
2_professional_services,2020-2021,1687746.26,1607657.26
2_professional_services,2021-2022,2896699.69,2705347.60
3_information_technology,2017-2018,19575307.26,20173158.57
3_information_technology,2018-2019,21961218.50,22346091.66
3_information_technology,2019-2020,29294963.64,29042711.44
3_information_technology,2020-2021,26621686.73,25381281.92
3_information_technology,2021-2022,20845772.85,19551247.10
9_human_capital,2021-2022,27147.53,24918.26
