d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,19365644.27,19957697.29
it_consulting_services,2018-2019,20531784.63,20895397.77
it_consulting_services,2019-2020,26025772.89,25797477.64
it_consulting_services,2020-2021,24481188.94,23340440.85
it_consulting_services,2021-2022,19047749.30,17874391.39
it_devices_equipment,2019-2020,10904.25,10816.74
it_other,2018-2019,165143.36,166551.75
it_other,2019-2020,760317.11,753565.74
it_other,2020-2021,677273.33,645695.10
it_other,2021-2022,339564.44,322350.45
it_software_licensing,2017-2018,209662.99,215461.28
it_software_licensing,2018-2019,1264290.51,1284142.14
it_software_licensing,2019-2020,2497969.38,2480851.31
it_software_licensing,2020-2021,1463224.47,1395145.97
it_software_licensing,2021-2022,1458459.12,1354505.27
