d_most_recent_category,total,percentage
3_information_technology,134406123.17,0.9052
2_professional_services,13786275.01,0.0928
11_defence,245986.88,0.0017
9_human_capital,45168.83,3e-4
0_other,0.00,0
1_facilities_and_construction,0.00,0
