owner_org,d_fiscal_year,total
aafc-aac,2019-2020,276219.2917272728
aafc-aac,2020-2021,60697.00827272727
atssc-scdata,2017-2018,23860.80679452055
atssc-scdata,2018-2019,17757.292493150686
atssc-scdata,2019-2020,12460.042520547946
atssc-scdata,2020-2021,4131.115056179775
cas-satj,2017-2018,645484.54
cas-satj,2018-2019,842779.69
cas-satj,2019-2020,432990.4870575875
cas-satj,2020-2021,207902.41294241245
cbsa-asfc,2017-2018,131684.34863978732
cbsa-asfc,2018-2019,329048.42054054054
cbsa-asfc,2019-2020,250842.04
cbsa-asfc,2020-2021,76722.42
cfia-acia,2017-2018,301304.2106934307
cfia-acia,2018-2019,463588.28
cfia-acia,2019-2020,119148.23
cfia-acia,2020-2021,273711.63916666666
cgc-ccg,2019-2020,36957.130000000005
cgc-ccg,2020-2021,10207.34
cic,2018-2019,8182.043859649121
cic,2019-2020,53928.546140350874
cnsc-ccsn,2019-2020,259143.76
cnsc-ccsn,2020-2021,11480.599302325581
cra-arc,2017-2018,35069.48
cra-arc,2020-2021,727.49
csa-asc,2017-2018,13402.849999999999
csps-efpc,2018-2019,115814.84000000001
csps-efpc,2020-2021,21179.77
dfatd-maecd,2017-2018,53326.911244379364
dfatd-maecd,2018-2019,47399.78124437937
dfatd-maecd,2019-2020,96791.9619174609
dfatd-maecd,2020-2021,710111.399725392
dfo-mpo,2017-2018,277484.04
dfo-mpo,2018-2019,22373.65
dfo-mpo,2019-2020,180974.39
dfo-mpo,2020-2021,382224.32
dnd-mdn,2017-2018,674066.6784344353
dnd-mdn,2018-2019,1117952.0544279742
dnd-mdn,2019-2020,522744.5582360713
dnd-mdn,2020-2021,1045966.0328440366
ec,2018-2019,65359.25
ec,2019-2020,11330.08
ec,2020-2021,25395.43904761905
esdc-edsc,2018-2019,427461.6208659218
esdc-edsc,2019-2020,190325.64434587577
esdc-edsc,2020-2021,723924.055061158
fcac-acfc,2018-2019,87873.23000000001
fin,2017-2018,36044.549999999996
fin,2018-2019,4805.94
fin,2020-2021,15004.449999999999
hc-sc,2017-2018,40892.09
hc-sc,2020-2021,46306.630000000005
ic,2017-2018,1038816.0533120697
ic,2018-2019,564227.2121480067
ic,2019-2020,93192.03528170772
ic,2020-2021,303012.14600839705
isc-sac,2020-2021,42522.33
jus,2017-2018,62205.84000000001
jus,2018-2019,35881.39981981982
jus,2019-2020,58842.54088046029
jus,2020-2021,76689.55929971988
lac-bac,2019-2020,18429.27
nrc-cnrc,2017-2018,28148.53033898305
nrc-cnrc,2018-2019,77520.13966101695
nrc-cnrc,2019-2020,82229.31
nrc-cnrc,2020-2021,11214.630000000001
nrcan-rncan,2018-2019,89303.18
nrcan-rncan,2019-2020,42531.90348157561
nrcan-rncan,2020-2021,191946.1582592122
ocl-cal,2018-2019,183673.66
ocl-cal,2019-2020,12129.01
ocol-clo,2017-2018,60422.2874523742
ocol-clo,2018-2019,314983.5154420437
ocol-clo,2019-2020,149851.4594749481
ocol-clo,2020-2021,47128.769671232876
opc-cpvp,2017-2018,10247.62
opc-cpvp,2019-2020,40661.717037037044
opc-cpvp,2020-2021,11548.962962962964
pbc-clcc,2018-2019,37160.03
pc,2018-2019,10304.51
pc,2019-2020,18400.062976744182
pc,2020-2021,58864.577023255806
pch,2018-2019,501.7090243902438
pch,2019-2020,88543.61097560974
pco-bcp,2018-2019,37998.219999999994
pco-bcp,2019-2020,26834.29
phac-aspc,2017-2018,10629.32
phac-aspc,2020-2021,13073.03
pmprb-cepmb,2019-2020,184084.14
ppsc-sppc,2020-2021,27824.560000000005
psc-cfp,2017-2018,129313.46523178808
psc-cfp,2018-2019,232541.36476821193
psc-cfp,2019-2020,95964.00833333335
psc-cfp,2020-2021,1810.6416666666669
pwgsc-tpsgc,2017-2018,565444.45
pwgsc-tpsgc,2018-2019,620130.165738432
pwgsc-tpsgc,2019-2020,674299.0594004568
pwgsc-tpsgc,2020-2021,502822.02053525485
rcmp-grc,2017-2018,28866.37
rcmp-grc,2018-2019,154856.64
rcmp-grc,2019-2020,70772.6433239816
rcmp-grc,2020-2021,276089.06600935175
sirc-csars,2017-2018,43565.39
ssc-spc,2017-2018,1616921.1430033743
ssc-spc,2018-2019,1312576.8969966255
ssc-spc,2019-2020,1039370.7003225806
ssc-spc,2020-2021,935976.6684726136
statcan,2017-2018,117752.02
tbs-sct,2017-2018,1381904.693969072
tbs-sct,2018-2019,454015.36603092786
tbs-sct,2019-2020,154633.83000000002
vac-acc,2018-2019,13544.79
vac-acc,2019-2020,80221.4
vrab-tacra,2017-2018,14960.729606299214
wd-deo,2017-2018,252551.37999999998
wd-deo,2018-2019,93309.45008196721
wd-deo,2019-2020,98951.13366120218
wd-deo,2020-2021,21959.659928063476
