normalized_vendor_name,original_vendor_name
AVI SPL CANADA,AVI-SPL Canada Ltd
AVI SPL CANADA,AVI-SPL Canada Ltd.
AVI SPL CANADA,AVI-SPL CANADA LTD
AVI SPL CANADA,AVI SPL CANADA LTD
AVI SPL CANADA,AVI-SPL CANADA LTD.
AVI SPL CANADA,Avi-Spl Canada Ltd.
AVI SPL CANADA,Avi-Spl Canada Ltd
AVI SPL CANADA,AVI-SPL Canada
AVI SPL CANADA,AVI-SPL CANADA INC.
AVI SPL CANADA,AVI-SPL CANADA
AVI SPL CANADA,AVI-SPL Canada LTD
AVI SPL CANADA,avi-spl canada ltd
AVI SPL CANADA,AVI-SPL CANADA INC
AVI SPL CANADA,avi-spl canada ltd.
AVI SPL CANADA,AVI-SPL Canada Inc.
AVI SPL CANADA,AVI - SPL CANADA LTD
AVI SPL CANADA,AVI-SPL Canada inc.
AVI SPL CANADA,AVI SPL Canada Ltd.
AVI SPL CANADA,AVI- SPL Canada
AVI SPL CANADA,AVI SPL Canada Ltd
AVI SPL CANADA,Avi-Spl Canada
