d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,18869.50,19389.49
1_facilities_and_construction,2018-2019,14660.00,14785.02
1_facilities_and_construction,2019-2020,24888.33,24295.47
1_facilities_and_construction,2020-2021,10170.00,9645.65
1_facilities_and_construction,2021-2022,65209.11,59292.73
2_professional_services,2020-2021,15526.20,14725.70
6_industrial_products_and_services,2017-2018,105631.35,108779.97
6_industrial_products_and_services,2018-2019,397534.02,402318.38
6_industrial_products_and_services,2019-2020,459243.98,455947.03
6_industrial_products_and_services,2020-2021,1674950.37,1588249.52
6_industrial_products_and_services,2021-2022,651098.44,609071.85
