d_fiscal_year,total,total_constant_2019_dollars
2017-2018,6311975.36,6475786.59
2018-2019,4173524.33,4242112.87
2019-2020,6299540.68,6226992.21
2020-2021,10426374.21,9899947.18
2021-2022,19077145.91,13492568.24
