d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,5054.07,5101.28
1_facilities_and_construction,2019-2020,48678.67,48290.36
1_facilities_and_construction,2020-2021,48545.67,46231.04
1_facilities_and_construction,2021-2022,43491.60,40565.35
11_defence,2017-2018,6358.58,6567.02
11_defence,2018-2019,74526.75,75790.09
11_defence,2019-2020,386863.17,382990.67
11_defence,2020-2021,128782.74,122096.10
11_defence,2021-2022,1728368.13,1564586.76
2_professional_services,2017-2018,212798.78,219223.74
2_professional_services,2018-2019,33449.16,33761.63
2_professional_services,2019-2020,197457.94,195882.83
2_professional_services,2020-2021,147823.71,141259.70
2_professional_services,2022-2023,159478.84,141968.42
3_information_technology,2017-2018,6433599.65,6632858.64
3_information_technology,2018-2019,4341712.46,4429464.47
3_information_technology,2019-2020,5984588.55,5919092.13
3_information_technology,2020-2021,10424162.83,9913641.59
3_information_technology,2021-2022,17363337.93,16122499.49
3_information_technology,2022-2023,20573459.95,18388439.39
9_human_capital,2022-2023,40178.47,35786.43
