d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,5324068.77,5462428.00
it_consulting_services,2018-2019,3083792.10,3135859.43
it_consulting_services,2019-2020,4336188.36,4284159.96
it_consulting_services,2020-2021,8933463.70,8481430.71
it_consulting_services,2021-2022,16489212.56,15286160.82
it_devices_equipment,2017-2018,6938.75,7102.31
it_devices_equipment,2018-2019,223018.85,226377.31
it_devices_equipment,2019-2020,572822.77,564903.85
it_devices_equipment,2020-2021,420328.66,398908.83
it_devices_equipment,2021-2022,686593.00,639163.69
it_other,2017-2018,759822.25,779525.04
it_other,2018-2019,730256.68,741613.26
it_other,2019-2020,732257.39,726077.89
it_other,2020-2021,731444.75,695352.03
it_other,2021-2022,67556.52,61852.47
it_software_licensing,2017-2018,1988.23,2035.10
it_software_licensing,2018-2019,23426.71,23790.94
it_software_licensing,2019-2020,25272.38,25044.67
it_software_licensing,2020-2021,15984.99,15182.19
it_software_licensing,2021-2022,61924.10,57351.98
