owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,27217.00,28058.30
aafc-aac,2018-2019,37401.07,38311.63
aafc-aac,2021-2022,154631.58,139784.48
aafc-aac,2022-2023,656285.19,587246.74
aandc-aadnc,2017-2018,29565.56,30492.85
aandc-aadnc,2022-2023,21324.88,18871.36
cbsa-asfc,2019-2020,1560127.33,1532552.32
cbsa-asfc,2020-2021,3949299.80,3761403.43
cbsa-asfc,2021-2022,6198822.00,5742598.09
cbsa-asfc,2022-2023,4472246.81,4012253.28
cic,2017-2018,4349215.11,4484272.07
cic,2018-2019,2182847.40,2229813.35
cic,2019-2020,1979527.08,1963540.13
cic,2020-2021,1925199.06,1832426.47
cic,2021-2022,1547619.39,1441216.44
cic,2022-2023,1025330.90,917521.38
cra-arc,2017-2018,108936.69,112083.13
cra-arc,2018-2019,71835.07,73752.83
csc-scc,2020-2021,957692.76,902410.66
csc-scc,2021-2022,4689435.66,4359888.67
csc-scc,2022-2023,4689435.66,4196126.69
dfo-mpo,2017-2018,212798.78,219223.74
dnd-mdn,2017-2018,6358.58,6567.02
dnd-mdn,2018-2019,79580.82,80891.37
dnd-mdn,2019-2020,435541.84,431281.03
dnd-mdn,2020-2021,177328.41,168327.14
dnd-mdn,2021-2022,1771859.73,1605152.12
dnd-mdn,2022-2023,40178.47,35786.43
elections,2018-2019,221850.47,224364.62
elections,2019-2020,476768.45,472965.28
elections,2020-2021,254384.03,242255.18
elections,2021-2022,254384.03,236507.36
infc,2017-2018,121757.05,125520.69
infc,2018-2019,34025.26,34920.04
irb-cisr,2022-2023,192137.40,171566.54
nrcan-rncan,2018-2019,33449.16,33761.63
nrcan-rncan,2019-2020,197457.94,195882.83
nrcan-rncan,2020-2021,147823.71,141259.70
nrcan-rncan,2022-2023,3024020.74,2690814.33
rcmp-grc,2017-2018,427976.24,441205.45
rcmp-grc,2018-2019,427976.24,436177.61
rcmp-grc,2019-2020,296097.86,294223.35
rcmp-grc,2020-2021,251381.38,239395.69
rcmp-grc,2021-2022,251381.38,233715.72
rcmp-grc,2022-2023,251381.38,224937.11
ssc-spc,2017-2018,1368932.00,1411226.16
ssc-spc,2018-2019,1365776.97,1392124.39
ssc-spc,2019-2020,1672067.84,1655811.05
ssc-spc,2020-2021,3086205.80,2935750.18
ssc-spc,2021-2022,4267063.89,3968788.72
ssc-spc,2022-2023,6400775.83,5711070.38
