d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,11458.47
1_facilities_and_construction,2018-2019,1673691.8757124944
1_facilities_and_construction,2019-2020,796049.3505237694
1_facilities_and_construction,2020-2021,494671.73590858566
10_office_management,2017-2018,474534.36000000004
10_office_management,2018-2019,30124.700000000004
10_office_management,2020-2021,18671.940000000002
11_defence,2018-2019,149542.07
11_defence,2019-2020,878428.85
11_defence,2020-2021,80880.08
2_professional_services,2018-2019,127451.09399635036
2_professional_services,2019-2020,55682.512007299265
2_professional_services,2020-2021,124830.37399635036
3_information_technology,2017-2018,342265.95
3_information_technology,2018-2019,1158579.0325694445
3_information_technology,2019-2020,695799.7293660394
3_information_technology,2020-2021,633433.0072722365
5_transportation_and_logistics,2018-2019,48868.79000000001
5_transportation_and_logistics,2019-2020,94912.02
6_industrial_products_and_services,2017-2018,1662466.9941616354
6_industrial_products_and_services,2018-2019,4163901.297122604
6_industrial_products_and_services,2019-2020,2903480.387777191
6_industrial_products_and_services,2020-2021,7030325.064306051
8_security_and_protection,2017-2018,366947.71285714285
8_security_and_protection,2018-2019,216922.85357031395
8_security_and_protection,2019-2020,138269.1936121003
8_security_and_protection,2020-2021,17870897.320514526
