d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2851376.89,2936339.19
2018-2019,7569081.71,7690743.70
2019-2020,5562622.04,5496659.67
2020-2021,29192060.70,27731144.31
2021-2022,24932866.46,23121730.63
2022-2023,18526693.36,16586503.73
