d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,11727.45,12050.62
2_professional_services,2021-2022,24577.50,22347.60
3_information_technology,2017-2018,617517.14,636371.14
3_information_technology,2018-2019,876566.81,892298.67
3_information_technology,2019-2020,561438.41,557349.41
3_information_technology,2020-2021,967068.14,922959.96
3_information_technology,2021-2022,588329.38,550738.70
