d_fiscal_year,total,total_constant_2019_dollars
2017-2018,657745.21,674651.20
2018-2019,1365476.40,1383828.60
2019-2020,2493941.34,2488488.65
2020-2021,1046810.29,1026072.91
2021-2022,618824.55,523542.77
