d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,517387.50,533785.83
1_facilities_and_construction,2018-2019,364832.01,369271.52
1_facilities_and_construction,2019-2020,1368885.85,1359651.09
1_facilities_and_construction,2020-2021,102803.19,96881.23
2_professional_services,2017-2018,140357.71,144225.56
2_professional_services,2018-2019,1000644.39,1018935.15
2_professional_services,2019-2020,1125055.48,1114104.95
2_professional_services,2020-2021,944007.11,898789.95
2_professional_services,2021-2022,532704.55,506084.45
5_transportation_and_logistics,2021-2022,86120.00,78654.79
