d_fiscal_year,total,total_constant_2019_dollars
2017-2018,6588352.96,6789923.37
2018-2019,8368488.37,8518508.76
2019-2020,5603378.71,5554365.89
2020-2021,4956073.92,4721012.87
2021-2022,5305591.13,4919573.94
2022-2023,7640908.40,6816592.73
