d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,6136401.20,6326083.97
11_defence,2018-2019,6136401.20,6253993.93
11_defence,2019-2020,6153213.26,6104129.21
11_defence,2022-2023,701807.40,624919.68
5_transportation_and_logistics,2020-2021,12270.83,11662.11
6_industrial_products_and_services,2017-2018,325909.78,336135.92
6_industrial_products_and_services,2018-2019,183954.68,186147.10
6_industrial_products_and_services,2019-2020,123539.89,122944.57
6_industrial_products_and_services,2020-2021,20124.94,19089.48
6_industrial_products_and_services,2021-2022,75542.30,68289.03
6_industrial_products_and_services,2022-2023,79556.61,71579.06
