owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,22947.10,23488.01
dnd-mdn,2017-2018,310561.22,318690.02
dnd-mdn,2018-2019,99518.70,101225.40
dnd-mdn,2019-2020,75362.95,74654.93
dnd-mdn,2020-2021,636859.19,607223.67
dnd-mdn,2021-2022,618805.62,555845.70
nrc-cnrc,2017-2018,47815.85,48987.38
pc,2017-2018,192704.10,197488.03
pc,2018-2019,81650.00,83091.00
pc,2020-2021,362970.55,345307.29
pc,2021-2022,588818.88,460612.18
pwgsc-tpsgc,2017-2018,1888914.39,1936908.32
pwgsc-tpsgc,2018-2019,2382128.81,2418814.40
pwgsc-tpsgc,2019-2020,2344773.68,2325394.42
pwgsc-tpsgc,2020-2021,1216969.33,1156960.65
pwgsc-tpsgc,2021-2022,1165524.11,901582.35
