d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2367583.56,2427561.73
1_facilities_and_construction,2018-2019,2563297.51,2603130.80
1_facilities_and_construction,2019-2020,2420136.63,2400049.35
1_facilities_and_construction,2020-2021,2157108.31,2052475.23
1_facilities_and_construction,2021-2022,2356251.44,2191534.99
10_office_management,2017-2018,26704.10,27358.37
2_professional_services,2020-2021,16726.75,16058.25
5_transportation_and_logistics,2017-2018,68655.00,70641.67
5_transportation_and_logistics,2020-2021,25739.30,24710.60
6_industrial_products_and_services,2020-2021,17224.70,16247.53
6_industrial_products_and_services,2021-2022,16897.18,15261.53
