d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2462942.66,2522788.71
2018-2019,2563297.51,2595707.56
2019-2020,2420136.63,2414844.52
2020-2021,2216799.06,2163960.10
2021-2022,2373148.62,1862932.93
