d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,38673.33155313352
1_facilities_and_construction,2020-2021,47870.03844686649
2_professional_services,2020-2021,510869.85
3_information_technology,2017-2018,288572.7175925926
3_information_technology,2018-2019,179079.8692408834
3_information_technology,2019-2020,723068.4957591167
3_information_technology,2020-2021,56733.08433333333
6_industrial_products_and_services,2017-2018,1380499.086507159
6_industrial_products_and_services,2018-2019,604934.1461457349
6_industrial_products_and_services,2019-2020,485474.2392004909
6_industrial_products_and_services,2020-2021,92530.97465377417
8_security_and_protection,2017-2018,38197.24446969696
