d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,38673.33
1_facilities_and_construction,2020-2021,47870.04
2_professional_services,2020-2021,510869.85
3_information_technology,2017-2018,288572.72
3_information_technology,2018-2019,179079.87
3_information_technology,2019-2020,723068.50
3_information_technology,2020-2021,56733.08
6_industrial_products_and_services,2017-2018,1380499.09
6_industrial_products_and_services,2018-2019,604934.15
6_industrial_products_and_services,2019-2020,485474.24
6_industrial_products_and_services,2020-2021,92530.97
8_security_and_protection,2017-2018,38197.24
