d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3219192.20,3319739.45
2018-2019,2599263.09,2649152.98
2019-2020,2595758.44,2575052.13
2020-2021,5164256.09,4909525.75
2021-2022,5976753.25,5560205.02
2022-2023,3790802.70,3405916.71
