d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1661932.03,1704324.64
1_facilities_and_construction,2018-2019,2541732.15,2578791.95
1_facilities_and_construction,2019-2020,597917.17,598639.49
1_facilities_and_construction,2020-2021,127322.71,121211.33
1_facilities_and_construction,2021-2022,771914.17,530373.15
10_office_management,2020-2021,109056.89,103677.14
11_defence,2017-2018,2910048.98,2986279.77
11_defence,2018-2019,3206516.09,3255736.98
11_defence,2019-2020,1132129.36,1127839.63
11_defence,2020-2021,422874.41,401777.95
11_defence,2021-2022,501640.70,364330.15
3_information_technology,2020-2021,116198.83,110514.23
3_information_technology,2021-2022,28357.73,17774.19
6_industrial_products_and_services,2017-2018,704988.02,723703.57
6_industrial_products_and_services,2018-2019,1003766.42,1018327.67
6_industrial_products_and_services,2019-2020,327306.48,327845.50
6_industrial_products_and_services,2020-2021,600874.26,570627.40
6_industrial_products_and_services,2021-2022,1444461.65,1098648.26
8_security_and_protection,2018-2019,53495.26,54273.30
9_human_capital,2020-2021,67460.29,63521.82
