d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1661932.0329040787
1_facilities_and_construction,2018-2019,2541732.1539334105
1_facilities_and_construction,2019-2020,597917.1735422574
1_facilities_and_construction,2020-2021,127322.71236363635
10_office_management,2020-2021,109056.89
11_defence,2017-2018,2910048.9839961925
11_defence,2018-2019,3206516.090770059
11_defence,2019-2020,1132129.355396267
11_defence,2020-2021,422874.4099154837
3_information_technology,2020-2021,116198.83
6_industrial_products_and_services,2017-2018,704988.0171612904
6_industrial_products_and_services,2018-2019,1003766.4187977992
6_industrial_products_and_services,2019-2020,327306.4840409106
6_industrial_products_and_services,2020-2021,600874.2648411121
8_security_and_protection,2018-2019,53495.259999999995
9_human_capital,2020-2021,67460.29
